timestamp_ms,qp_id,bytes,start_ns,last_ns,last_bps,below_ns_accum
1763637713667,1330,13083538,87313084314143,87313171194978,1154297988,0
1763637713667,1333,3718518,87313147691851,87313171115306,1166975923,0
1763637713667,1340,2961706,87313148599516,87313170731088,867943345,0
1763637713667,1328,8868238,87313100542026,87313171304957,1173354516,0
1763637713667,1341,10753910,87313126421943,87313171329336,1912478547,0
1763637713667,1342,39673446,87313123543618,87313171142271,6671295223,0
1763637713667,1332,3111808,87313123546360,87313171372296,1062429291,0
1763637713667,1331,4346368,87313133275489,87313170677536,975431185,0
1763637713667,1327,12443004,87313095744786,87313171317983,853145388,0
1763637713667,1338,9491876,87313090395666,87313170676706,967320930,0
1763637713768,1334,7711872,87313206042179,87313269727460,1108153126,0
1763637713768,1336,7399000,87313215956656,87313271611516,882651014,0
1763637713768,1329,10479090,87313227969115,87313271629841,1913041871,0
1763637713768,1339,8847082,87313196509227,87313270789513,1042422604,0
1763637713768,1337,4259702,87313238666524,87313271693210,937720721,0
1763637713768,1335,22152598,87313225652441,87313271650357,3827328133,0
1763637713768,1330,11039292,87313184359488,87313271693651,1168885551,0
1763637713768,1333,3111808,87313247692183,87313270634186,1288292901,0
1763637713768,1340,2746078,87313248610745,87313271225854,939076394,0
1763637713768,1328,7684382,87313202551678,87313271742894,1057019103,0
1763637713768,1341,10872294,87313226466561,87313271721952,1914552973,0
1763637713768,1342,39823532,87313223543763,87313271590894,6660880229,0
1763637713768,1332,5864220,87313224234540,87313271791778,854293918,0
1763637713768,1331,4705764,87313233298951,87313271225401,972468259,0
1763637713768,1327,10092236,87313197024977,87313270201103,1009424754,0
1763637713768,1338,10464300,87313191620317,87313271736279,927325595,0
1763637713868,1334,4642344,87313307482998,87313371051295,955199822,0
1763637713868,1336,5375910,87313317800154,87313372107647,927130580,0
1763637713868,1329,10622842,87313328023675,87313372135105,1916429689,0
1763637713868,1339,11527634,87313296512316,87313371460709,1021960153,0
1763637713868,1337,3910900,87313339772223,87313372232316,966322803,0
1763637713868,1335,22220246,87313325722689,87313372242144,3826758555,0
1763637713868,1330,10730664,87313284387056,87313372232760,1083124418,0
1763637713868,1333,4843166,87313348331412,87313372225281,1334730993,0
1763637713868,1340,2942688,87313348631628,87313371578497,957769919,0
1763637713868,1328,13117362,87313303376944,87313372269111,1042536025,0
1763637713868,1341,11016046,87313326483847,87313372300594,1916528430,0
1763637713868,1342,40586678,87313323577554,87313372131335,6643311941,0
1763637713868,1332,5373788,87313326047031,87313372348996,884030230,0
1763637713868,1331,5382244,87313333313628,87313371871389,980330251,0
1763637713868,1327,9379810,87313297194547,87313372439101,999901644,0
1763637713868,1338,5621118,87313292944404,87313371052697,969233718,0
1763637713969,1334,4481664,87313407494894,87313471890868,766000082,0
1763637713969,1336,8088164,87313417844858,87313471716492,847634235,0
1763637713969,1329,11062554,87313428070509,87313472635722,1933918523,0
1763637713969,1339,13089888,87313396524081,87313472559760,1173006989,0
1763637713969,1337,5876920,87313439793002,87313471234875,1016539930,0
1763637713969,1335,23404086,87313425755107,87313472700363,3859657772,0
1763637713969,1330,14943874,87313385548184,87313471234438,997542177,0
1763637713969,1333,4745922,87313448996101,87313472459632,1441692708,0
1763637713969,1340,1283206,87313449608680,87313470370637,897845497,0
1763637713969,1328,13969312,87313403380838,87313472778590,1288028234,0
1763637713969,1341,11464214,87313426658652,87313472784921,1931033206,0
1763637713969,1342,41533750,87313423667518,87313472605992,6657759957,0
1763637713969,1332,4819920,87313426844765,87313472840024,855680207,0
1763637713969,1331,2557940,87313433344097,87313470367533,970235412,0
1763637713969,1327,7606172,87313397209264,87313472890451,967160622,0
1763637713969,1338,5498506,87313392957284,87313471891309,765150806,0
1763637714089,1334,8523648,87313507522422,87313592731009,681329196,0
1763637714089,1336,9487728,87313517953804,87313593269816,969987047,0
1763637714089,1329,15449112,87313528131851,87313593345683,1922070497,0
1763637714089,1339,11891290,87313497201705,87313593268938,1211647766,0
1763637714089,1337,2910986,87313539872703,87313577795795,1146442694,0
1763637714089,1335,32401270,87313525765131,87313593398958,3853545172,0
1763637714089,1330,1591834,87313586035386,87313593234617,1110094063,0
1763637714089,1333,9198006,87313549221912,87313593318508,1430224979,0
1763637714089,1340,7181250,87313549608947,87313593440968,700995755,0
1763637714089,1328,11954662,87313503440498,87313593460536,1433249419,0
1763637714089,1341,15848650,87313526661159,87313593475330,1924064732,0
1763637714089,1342,58581046,87313523761866,87313593282136,6421534600,0
1763637714089,1332,8344046,87313526890932,87313593526783,889578532,0
1763637714089,1331,9047936,87313533407100,87313593611441,713962007,0
1763637714089,1327,11910308,87313497228191,87313593599590,892181135,0
1763637714089,1338,10779278,87313492962802,87313592252150,667780225,0
1763637714190,1334,10544632,87313608946937,87313693885260,748856246,0
1763637714190,1336,5872692,87313617989768,87313693869618,970197264,0
1763637714190,1329,15427972,87313628171889,87313693818249,1910179150,0
1763637714190,1339,9722278,87313597317610,87313689502770,1100520025,0
1763637714190,1337,8631454,87313639893191,87313693190704,820339917,0
1763637714190,1335,32654950,87313625765294,87313693928229,3829707724,0
1763637714190,1330,1169034,87313686371787,87313693561499,1010561795,0
1763637714190,1333,5525996,87313649590484,87313693741034,1429042583,0
1763637714190,1340,3771376,87313650397504,87313694011139,910016712,0
1763637714190,1328,11140796,87313604061082,87313694347475,1267917077,0
1763637714190,1341,16250310,87313626668831,87313695663262,1910384568,0
1763637714190,1342,60610486,87313623837559,87313695595692,6563570262,0
1763637714190,1332,8149462,87313626934110,87313695076248,919223214,0
1763637714190,1331,9830116,87313633451938,87313695730833,944325410,0
1763637714190,1327,18751180,87313597315792,87313695755722,939827968,0
1763637714190,1338,355152,87313694754237,87313695788189,968293053,0
